Comuna;FECHA_INMUNIZACION;N° de vacunados;Criterio_elegibilidad;Servicio;FECHA_INMUNIZACION2;Campaña
Cerro Navia;2022-03-28;503;Personas mayores de 65 años y más;Occidente;03-28;2022
Cerro Navia;2022-03-29;385;Personas mayores de 65 años y más;Occidente;03-29;2022
Cerro Navia;2022-03-30;414;Personas mayores de 65 años y más;Occidente;03-30;2022
Cerro Navia;2022-03-31;353;Personas mayores de 65 años y más;Occidente;03-31;2022
Cerro Navia;2022-04-01;309;Personas mayores de 65 años y más;Occidente;04-01;2022
Cerro Navia;2022-04-02;87;Personas mayores de 65 años y más;Occidente;04-02;2022
Cerro Navia;2022-04-04;354;Personas mayores de 65 años y más;Occidente;04-04;2022
Cerro Navia;2022-04-05;327;Personas mayores de 65 años y más;Occidente;04-05;2022
Cerro Navia;2022-04-06;277;Personas mayores de 65 años y más;Occidente;04-06;2022
Cerro Navia;2022-04-07;312;Personas mayores de 65 años y más;Occidente;04-07;2022
Cerro Navia;2022-04-08;229;Personas mayores de 65 años y más;Occidente;04-08;2022
Cerro Navia;2022-04-09;82;Personas mayores de 65 años y más;Occidente;04-09;2022
Cerro Navia;2022-04-11;239;Personas mayores de 65 años y más;Occidente;04-11;2022
Cerro Navia;2022-04-12;177;Personas mayores de 65 años y más;Occidente;04-12;2022
Cerro Navia;2022-04-13;144;Personas mayores de 65 años y más;Occidente;04-13;2022
Cerro Navia;2022-04-14;196;Personas mayores de 65 años y más;Occidente;04-14;2022
Colina;2021-04-15;1;Personas mayores de 65 años y más;Norte;04-15;2022
Colina;2022-03-15;32;Personas mayores de 65 años y más;Norte;03-15;2022
Colina;2022-03-16;143;Personas mayores de 65 años y más;Norte;03-16;2022
Colina;2022-03-17;220;Personas mayores de 65 años y más;Norte;03-17;2022
Colina;2022-03-18;191;Personas mayores de 65 años y más;Norte;03-18;2022
Colina;2022-03-19;25;Personas mayores de 65 años y más;Norte;03-19;2022
Colina;2022-03-21;354;Personas mayores de 65 años y más;Norte;03-21;2022
Colina;2022-03-22;275;Personas mayores de 65 años y más;Norte;03-22;2022
Colina;2022-03-23;330;Personas mayores de 65 años y más;Norte;03-23;2022
Colina;2022-03-24;261;Personas mayores de 65 años y más;Norte;03-24;2022
Colina;2022-03-25;258;Personas mayores de 65 años y más;Norte;03-25;2022
Colina;2022-03-26;5;Personas mayores de 65 años y más;Norte;03-26;2022
Colina;2022-03-28;330;Personas mayores de 65 años y más;Norte;03-28;2022
Colina;2022-03-29;230;Personas mayores de 65 años y más;Norte;03-29;2022
Colina;2022-03-30;252;Personas mayores de 65 años y más;Norte;03-30;2022
Colina;2022-03-31;181;Personas mayores de 65 años y más;Norte;03-31;2022
Colina;2022-04-01;168;Personas mayores de 65 años y más;Norte;04-01;2022
Colina;2022-04-04;241;Personas mayores de 65 años y más;Norte;04-04;2022
Colina;2022-04-05;167;Personas mayores de 65 años y más;Norte;04-05;2022
Colina;2022-04-06;218;Personas mayores de 65 años y más;Norte;04-06;2022
Colina;2022-04-07;155;Personas mayores de 65 años y más;Norte;04-07;2022
Colina;2022-04-08;140;Personas mayores de 65 años y más;Norte;04-08;2022
Colina;2022-04-09;18;Personas mayores de 65 años y más;Norte;04-09;2022
Colina;2022-04-11;177;Personas mayores de 65 años y más;Norte;04-11;2022
Colina;2022-04-12;156;Personas mayores de 65 años y más;Norte;04-12;2022
Colina;2022-04-13;132;Personas mayores de 65 años y más;Norte;04-13;2022
Colina;2022-04-14;105;Personas mayores de 65 años y más;Norte;04-14;2022
Conchalí;2022-03-15;5;Personas mayores de 65 años y más;Norte;03-15;2022
Conchalí;2022-03-16;394;Personas mayores de 65 años y más;Norte;03-16;2022
Conchalí;2022-03-17;422;Personas mayores de 65 años y más;Norte;03-17;2022
Conchalí;2022-03-18;588;Personas mayores de 65 años y más;Norte;03-18;2022
Conchalí;2022-03-21;711;Personas mayores de 65 años y más;Norte;03-21;2022
Conchalí;2022-03-22;675;Personas mayores de 65 años y más;Norte;03-22;2022
Conchalí;2022-03-23;629;Personas mayores de 65 años y más;Norte;03-23;2022
Conchalí;2022-03-24;601;Personas mayores de 65 años y más;Norte;03-24;2022
Conchalí;2022-03-25;464;Personas mayores de 65 años y más;Norte;03-25;2022
Conchalí;2022-03-28;623;Personas mayores de 65 años y más;Norte;03-28;2022
Conchalí;2022-03-29;451;Personas mayores de 65 años y más;Norte;03-29;2022
Conchalí;2022-03-30;420;Personas mayores de 65 años y más;Norte;03-30;2022
Conchalí;2022-03-31;340;Personas mayores de 65 años y más;Norte;03-31;2022
Conchalí;2022-04-01;302;Personas mayores de 65 años y más;Norte;04-01;2022
Conchalí;2022-04-02;2;Personas mayores de 65 años y más;Norte;04-02;2022
Conchalí;2022-04-04;436;Personas mayores de 65 años y más;Norte;04-04;2022
Conchalí;2022-04-05;349;Personas mayores de 65 años y más;Norte;04-05;2022
Conchalí;2022-04-06;398;Personas mayores de 65 años y más;Norte;04-06;2022
Conchalí;2022-04-07;319;Personas mayores de 65 años y más;Norte;04-07;2022
Conchalí;2022-04-08;266;Personas mayores de 65 años y más;Norte;04-08;2022
Conchalí;2022-04-09;1;Personas mayores de 65 años y más;Norte;04-09;2022
Conchalí;2022-04-11;266;Personas mayores de 65 años y más;Norte;04-11;2022
Conchalí;2022-04-12;302;Personas mayores de 65 años y más;Norte;04-12;2022
Conchalí;2022-04-13;255;Personas mayores de 65 años y más;Norte;04-13;2022
Conchalí;2022-04-14;220;Personas mayores de 65 años y más;Norte;04-14;2022
Curacaví;2022-03-15;2;Personas mayores de 65 años y más;Occidente;03-15;2022
Curacaví;2022-03-16;11;Personas mayores de 65 años y más;Occidente;03-16;2022
Curacaví;2022-03-17;21;Personas mayores de 65 años y más;Occidente;03-17;2022
Curacaví;2022-03-18;71;Personas mayores de 65 años y más;Occidente;03-18;2022
Curacaví;2022-03-21;199;Personas mayores de 65 años y más;Occidente;03-21;2022
Curacaví;2022-03-22;216;Personas mayores de 65 años y más;Occidente;03-22;2022
Curacaví;2022-03-23;183;Personas mayores de 65 años y más;Occidente;03-23;2022
Curacaví;2022-03-24;224;Personas mayores de 65 años y más;Occidente;03-24;2022
Curacaví;2022-03-25;155;Personas mayores de 65 años y más;Occidente;03-25;2022
Curacaví;2022-03-28;139;Personas mayores de 65 años y más;Occidente;03-28;2022
Curacaví;2022-03-29;140;Personas mayores de 65 años y más;Occidente;03-29;2022
Curacaví;2022-03-30;111;Personas mayores de 65 años y más;Occidente;03-30;2022
Curacaví;2022-03-31;96;Personas mayores de 65 años y más;Occidente;03-31;2022
Curacaví;2022-04-01;95;Personas mayores de 65 años y más;Occidente;04-01;2022
Curacaví;2022-04-04;97;Personas mayores de 65 años y más;Occidente;04-04;2022
Curacaví;2022-04-05;121;Personas mayores de 65 años y más;Occidente;04-05;2022
Curacaví;2022-04-06;105;Personas mayores de 65 años y más;Occidente;04-06;2022
Curacaví;2022-04-07;94;Personas mayores de 65 años y más;Occidente;04-07;2022
Curacaví;2022-04-08;68;Personas mayores de 65 años y más;Occidente;04-08;2022
Curacaví;2022-04-11;80;Personas mayores de 65 años y más;Occidente;04-11;2022
Curacaví;2022-04-12;75;Personas mayores de 65 años y más;Occidente;04-12;2022
Curacaví;2022-04-13;70;Personas mayores de 65 años y más;Occidente;04-13;2022
Curacaví;2022-04-14;62;Personas mayores de 65 años y más;Occidente;04-14;2022
El Bosque;2022-03-15;6;Personas mayores de 65 años y más;Sur;03-15;2022
El Bosque;2022-03-16;615;Personas mayores de 65 años y más;Sur;03-16;2022
El Bosque;2022-03-17;813;Personas mayores de 65 años y más;Sur;03-17;2022
El Bosque;2022-03-18;812;Personas mayores de 65 años y más;Sur;03-18;2022
El Bosque;2022-03-19;172;Personas mayores de 65 años y más;Sur;03-19;2022
El Bosque;2022-03-21;1037;Personas mayores de 65 años y más;Sur;03-21;2022
El Bosque;2022-03-22;995;Personas mayores de 65 años y más;Sur;03-22;2022
El Bosque;2022-03-23;799;Personas mayores de 65 años y más;Sur;03-23;2022
El Bosque;2022-03-24;792;Personas mayores de 65 años y más;Sur;03-24;2022
El Bosque;2022-03-25;482;Personas mayores de 65 años y más;Sur;03-25;2022
El Bosque;2022-03-26;114;Personas mayores de 65 años y más;Sur;03-26;2022
El Bosque;2022-03-28;691;Personas mayores de 65 años y más;Sur;03-28;2022
El Bosque;2022-03-29;506;Personas mayores de 65 años y más;Sur;03-29;2022
El Bosque;2022-03-30;484;Personas mayores de 65 años y más;Sur;03-30;2022
El Bosque;2022-03-31;446;Personas mayores de 65 años y más;Sur;03-31;2022
El Bosque;2022-04-01;322;Personas mayores de 65 años y más;Sur;04-01;2022
El Bosque;2022-04-02;91;Personas mayores de 65 años y más;Sur;04-02;2022
El Bosque;2022-04-04;465;Personas mayores de 65 años y más;Sur;04-04;2022
El Bosque;2022-04-05;429;Personas mayores de 65 años y más;Sur;04-05;2022
El Bosque;2022-04-06;447;Personas mayores de 65 años y más;Sur;04-06;2022
El Bosque;2022-04-07;357;Personas mayores de 65 años y más;Sur;04-07;2022
El Bosque;2022-04-08;231;Personas mayores de 65 años y más;Sur;04-08;2022
El Bosque;2022-04-09;43;Personas mayores de 65 años y más;Sur;04-09;2022
El Bosque;2022-04-10;15;Personas mayores de 65 años y más;Sur;04-10;2022
El Bosque;2022-04-11;289;Personas mayores de 65 años y más;Sur;04-11;2022
El Bosque;2022-04-12;270;Personas mayores de 65 años y más;Sur;04-12;2022
El Bosque;2022-04-13;266;Personas mayores de 65 años y más;Sur;04-13;2022
El Bosque;2022-04-14;196;Personas mayores de 65 años y más;Sur;04-14;2022
El Monte;2022-03-15;5;Personas mayores de 65 años y más;Occidente;03-15;2022
El Monte;2022-03-16;97;Personas mayores de 65 años y más;Occidente;03-16;2022
El Monte;2022-03-17;130;Personas mayores de 65 años y más;Occidente;03-17;2022
El Monte;2022-03-18;171;Personas mayores de 65 años y más;Occidente;03-18;2022
El Monte;2022-03-19;22;Personas mayores de 65 años y más;Occidente;03-19;2022
El Monte;2022-03-21;183;Personas mayores de 65 años y más;Occidente;03-21;2022
El Monte;2022-03-22;128;Personas mayores de 65 años y más;Occidente;03-22;2022
El Monte;2022-03-23;50;Personas mayores de 65 años y más;Occidente;03-23;2022
El Monte;2022-03-24;138;Personas mayores de 65 años y más;Occidente;03-24;2022
El Monte;2022-03-25;92;Personas mayores de 65 años y más;Occidente;03-25;2022
El Monte;2022-03-26;15;Personas mayores de 65 años y más;Occidente;03-26;2022
El Monte;2022-03-28;140;Personas mayores de 65 años y más;Occidente;03-28;2022
El Monte;2022-03-29;95;Personas mayores de 65 años y más;Occidente;03-29;2022
El Monte;2022-03-30;71;Personas mayores de 65 años y más;Occidente;03-30;2022
El Monte;2022-03-31;75;Personas mayores de 65 años y más;Occidente;03-31;2022
El Monte;2022-04-01;123;Personas mayores de 65 años y más;Occidente;04-01;2022
El Monte;2022-04-02;20;Personas mayores de 65 años y más;Occidente;04-02;2022
El Monte;2022-04-04;85;Personas mayores de 65 años y más;Occidente;04-04;2022
El Monte;2022-04-05;100;Personas mayores de 65 años y más;Occidente;04-05;2022
El Monte;2022-04-06;84;Personas mayores de 65 años y más;Occidente;04-06;2022
El Monte;2022-04-07;86;Personas mayores de 65 años y más;Occidente;04-07;2022
El Monte;2022-04-08;83;Personas mayores de 65 años y más;Occidente;04-08;2022
El Monte;2022-04-09;14;Personas mayores de 65 años y más;Occidente;04-09;2022
El Monte;2022-04-11;61;Personas mayores de 65 años y más;Occidente;04-11;2022
El Monte;2022-04-12;53;Personas mayores de 65 años y más;Occidente;04-12;2022
El Monte;2022-04-13;61;Personas mayores de 65 años y más;Occidente;04-13;2022
El Monte;2022-04-14;43;Personas mayores de 65 años y más;Occidente;04-14;2022
Estación Central;2022-03-15;5;Personas mayores de 65 años y más;Central;03-15;2022
Estación Central;2022-03-16;241;Personas mayores de 65 años y más;Central;03-16;2022
Estación Central;2022-03-17;401;Personas mayores de 65 años y más;Central;03-17;2022
Estación Central;2022-03-18;435;Personas mayores de 65 años y más;Central;03-18;2022
Estación Central;2022-03-19;42;Personas mayores de 65 años y más;Central;03-19;2022
Estación Central;2022-03-21;544;Personas mayores de 65 años y más;Central;03-21;2022
Estación Central;2022-03-22;568;Personas mayores de 65 años y más;Central;03-22;2022
Estación Central;2022-03-23;506;Personas mayores de 65 años y más;Central;03-23;2022
Estación Central;2022-03-24;494;Personas mayores de 65 años y más;Central;03-24;2022
Estación Central;2022-03-25;499;Personas mayores de 65 años y más;Central;03-25;2022
Estación Central;2022-03-26;143;Personas mayores de 65 años y más;Central;03-26;2022
Estación Central;2022-03-28;412;Personas mayores de 65 años y más;Central;03-28;2022
Estación Central;2022-03-29;275;Personas mayores de 65 años y más;Central;03-29;2022
Estación Central;2022-03-30;340;Personas mayores de 65 años y más;Central;03-30;2022
Estación Central;2022-03-31;405;Personas mayores de 65 años y más;Central;03-31;2022
Estación Central;2022-04-01;227;Personas mayores de 65 años y más;Central;04-01;2022
Estación Central;2022-04-02;196;Personas mayores de 65 años y más;Central;04-02;2022
Estación Central;2022-04-04;298;Personas mayores de 65 años y más;Central;04-04;2022
Estación Central;2022-04-05;337;Personas mayores de 65 años y más;Central;04-05;2022
Estación Central;2022-04-06;360;Personas mayores de 65 años y más;Central;04-06;2022
Estación Central;2022-04-07;264;Personas mayores de 65 años y más;Central;04-07;2022
Estación Central;2022-04-08;237;Personas mayores de 65 años y más;Central;04-08;2022
Estación Central;2022-04-09;105;Personas mayores de 65 años y más;Central;04-09;2022
Estación Central;2022-04-10;39;Personas mayores de 65 años y más;Central;04-10;2022
Estación Central;2022-04-11;240;Personas mayores de 65 años y más;Central;04-11;2022
Estación Central;2022-04-12;182;Personas mayores de 65 años y más;Central;04-12;2022
Estación Central;2022-04-13;208;Personas mayores de 65 años y más;Central;04-13;2022
Estación Central;2022-04-14;164;Personas mayores de 65 años y más;Central;04-14;2022
Huechuraba;2022-03-15;5;Personas mayores de 65 años y más;Norte;03-15;2022
Huechuraba;2022-03-16;185;Personas mayores de 65 años y más;Norte;03-16;2022
Huechuraba;2022-03-17;312;Personas mayores de 65 años y más;Norte;03-17;2022
Huechuraba;2022-03-18;524;Personas mayores de 65 años y más;Norte;03-18;2022
Huechuraba;2022-03-19;73;Personas mayores de 65 años y más;Norte;03-19;2022
Huechuraba;2022-03-21;551;Personas mayores de 65 años y más;Norte;03-21;2022
Huechuraba;2022-03-22;439;Personas mayores de 65 años y más;Norte;03-22;2022
Huechuraba;2022-03-23;430;Personas mayores de 65 años y más;Norte;03-23;2022
Huechuraba;2022-03-24;401;Personas mayores de 65 años y más;Norte;03-24;2022
Huechuraba;2022-03-25;319;Personas mayores de 65 años y más;Norte;03-25;2022
Huechuraba;2022-03-26;77;Personas mayores de 65 años y más;Norte;03-26;2022
Huechuraba;2022-03-28;285;Personas mayores de 65 años y más;Norte;03-28;2022
Huechuraba;2022-03-29;267;Personas mayores de 65 años y más;Norte;03-29;2022
Huechuraba;2022-03-30;216;Personas mayores de 65 años y más;Norte;03-30;2022
Huechuraba;2022-03-31;214;Personas mayores de 65 años y más;Norte;03-31;2022
Huechuraba;2022-04-01;189;Personas mayores de 65 años y más;Norte;04-01;2022
Huechuraba;2022-04-02;48;Personas mayores de 65 años y más;Norte;04-02;2022
Huechuraba;2022-04-03;83;Personas mayores de 65 años y más;Norte;04-03;2022
Huechuraba;2022-04-04;281;Personas mayores de 65 años y más;Norte;04-04;2022
Huechuraba;2022-04-05;211;Personas mayores de 65 años y más;Norte;04-05;2022
Huechuraba;2022-04-06;226;Personas mayores de 65 años y más;Norte;04-06;2022
Huechuraba;2022-04-07;205;Personas mayores de 65 años y más;Norte;04-07;2022
Huechuraba;2022-04-08;145;Personas mayores de 65 años y más;Norte;04-08;2022
Huechuraba;2022-04-09;17;Personas mayores de 65 años y más;Norte;04-09;2022
Huechuraba;2022-04-10;47;Personas mayores de 65 años y más;Norte;04-10;2022
Huechuraba;2022-04-11;141;Personas mayores de 65 años y más;Norte;04-11;2022
Huechuraba;2022-04-12;133;Personas mayores de 65 años y más;Norte;04-12;2022
Huechuraba;2022-04-13;130;Personas mayores de 65 años y más;Norte;04-13;2022
Huechuraba;2022-04-14;104;Personas mayores de 65 años y más;Norte;04-14;2022
Independencia;2022-03-15;10;Personas mayores de 65 años y más;Norte;03-15;2022
Independencia;2022-03-16;269;Personas mayores de 65 años y más;Norte;03-16;2022
Independencia;2022-03-17;522;Personas mayores de 65 años y más;Norte;03-17;2022
Independencia;2022-03-18;458;Personas mayores de 65 años y más;Norte;03-18;2022
Independencia;2022-03-19;1;Personas mayores de 65 años y más;Norte;03-19;2022
Independencia;2022-03-21;450;Personas mayores de 65 años y más;Norte;03-21;2022
Independencia;2022-03-22;505;Personas mayores de 65 años y más;Norte;03-22;2022
Independencia;2022-03-23;436;Personas mayores de 65 años y más;Norte;03-23;2022
Independencia;2022-03-24;436;Personas mayores de 65 años y más;Norte;03-24;2022
Independencia;2022-03-25;386;Personas mayores de 65 años y más;Norte;03-25;2022
Independencia;2022-03-26;13;Personas mayores de 65 años y más;Norte;03-26;2022
Independencia;2022-03-28;393;Personas mayores de 65 años y más;Norte;03-28;2022
Independencia;2022-03-29;319;Personas mayores de 65 años y más;Norte;03-29;2022
Independencia;2022-03-30;322;Personas mayores de 65 años y más;Norte;03-30;2022
Independencia;2022-03-31;232;Personas mayores de 65 años y más;Norte;03-31;2022
Independencia;2022-04-01;198;Personas mayores de 65 años y más;Norte;04-01;2022
Independencia;2022-04-02;44;Personas mayores de 65 años y más;Norte;04-02;2022
Independencia;2022-04-04;316;Personas mayores de 65 años y más;Norte;04-04;2022
Independencia;2022-04-05;313;Personas mayores de 65 años y más;Norte;04-05;2022
Independencia;2022-04-06;334;Personas mayores de 65 años y más;Norte;04-06;2022
Independencia;2022-04-07;201;Personas mayores de 65 años y más;Norte;04-07;2022
Independencia;2022-04-08;183;Personas mayores de 65 años y más;Norte;04-08;2022
Independencia;2022-04-09;23;Personas mayores de 65 años y más;Norte;04-09;2022
Independencia;2022-04-11;180;Personas mayores de 65 años y más;Norte;04-11;2022
Independencia;2022-04-12;158;Personas mayores de 65 años y más;Norte;04-12;2022
Independencia;2022-04-13;152;Personas mayores de 65 años y más;Norte;04-13;2022
Independencia;2022-04-14;152;Personas mayores de 65 años y más;Norte;04-14;2022
Isla de Maipo;2022-03-15;1;Personas mayores de 65 años y más;Occidente;03-15;2022
Isla de Maipo;2022-03-16;97;Personas mayores de 65 años y más;Occidente;03-16;2022
Isla de Maipo;2022-03-17;140;Personas mayores de 65 años y más;Occidente;03-17;2022
Isla de Maipo;2022-03-18;131;Personas mayores de 65 años y más;Occidente;03-18;2022
Isla de Maipo;2022-03-21;208;Personas mayores de 65 años y más;Occidente;03-21;2022
Isla de Maipo;2022-03-22;241;Personas mayores de 65 años y más;Occidente;03-22;2022
Isla de Maipo;2022-03-23;231;Personas mayores de 65 años y más;Occidente;03-23;2022
Isla de Maipo;2022-03-24;176;Personas mayores de 65 años y más;Occidente;03-24;2022
Isla de Maipo;2022-03-25;115;Personas mayores de 65 años y más;Occidente;03-25;2022
Isla de Maipo;2022-03-28;149;Personas mayores de 65 años y más;Occidente;03-28;2022
Isla de Maipo;2022-03-29;182;Personas mayores de 65 años y más;Occidente;03-29;2022
Isla de Maipo;2022-03-30;117;Personas mayores de 65 años y más;Occidente;03-30;2022
Isla de Maipo;2022-03-31;109;Personas mayores de 65 años y más;Occidente;03-31;2022
Isla de Maipo;2022-04-01;71;Personas mayores de 65 años y más;Occidente;04-01;2022
Isla de Maipo;2022-04-02;15;Personas mayores de 65 años y más;Occidente;04-02;2022
Isla de Maipo;2022-04-04;125;Personas mayores de 65 años y más;Occidente;04-04;2022
Isla de Maipo;2022-04-05;129;Personas mayores de 65 años y más;Occidente;04-05;2022
Isla de Maipo;2022-04-06;128;Personas mayores de 65 años y más;Occidente;04-06;2022
Isla de Maipo;2022-04-07;71;Personas mayores de 65 años y más;Occidente;04-07;2022
Isla de Maipo;2022-04-08;63;Personas mayores de 65 años y más;Occidente;04-08;2022
Isla de Maipo;2022-04-11;69;Personas mayores de 65 años y más;Occidente;04-11;2022
Isla de Maipo;2022-04-12;64;Personas mayores de 65 años y más;Occidente;04-12;2022
Isla de Maipo;2022-04-13;68;Personas mayores de 65 años y más;Occidente;04-13;2022
Isla de Maipo;2022-04-14;36;Personas mayores de 65 años y más;Occidente;04-14;2022
La Cisterna;2022-03-15;3;Personas mayores de 65 años y más;Sur;03-15;2022
La Cisterna;2022-03-16;320;Personas mayores de 65 años y más;Sur;03-16;2022
La Cisterna;2022-03-17;369;Personas mayores de 65 años y más;Sur;03-17;2022
La Cisterna;2022-03-18;444;Personas mayores de 65 años y más;Sur;03-18;2022
La Cisterna;2022-03-19;28;Personas mayores de 65 años y más;Sur;03-19;2022
La Cisterna;2022-03-21;627;Personas mayores de 65 años y más;Sur;03-21;2022
La Cisterna;2022-03-22;495;Personas mayores de 65 años y más;Sur;03-22;2022
La Cisterna;2022-03-23;514;Personas mayores de 65 años y más;Sur;03-23;2022
La Cisterna;2022-03-24;401;Personas mayores de 65 años y más;Sur;03-24;2022
La Cisterna;2022-03-25;395;Personas mayores de 65 años y más;Sur;03-25;2022
La Cisterna;2022-03-26;86;Personas mayores de 65 años y más;Sur;03-26;2022
La Cisterna;2022-03-28;433;Personas mayores de 65 años y más;Sur;03-28;2022
La Cisterna;2022-03-29;302;Personas mayores de 65 años y más;Sur;03-29;2022
La Cisterna;2022-03-30;337;Personas mayores de 65 años y más;Sur;03-30;2022
La Cisterna;2022-03-31;253;Personas mayores de 65 años y más;Sur;03-31;2022
La Cisterna;2022-04-01;224;Personas mayores de 65 años y más;Sur;04-01;2022
La Cisterna;2022-04-02;149;Personas mayores de 65 años y más;Sur;04-02;2022
La Cisterna;2022-04-04;338;Personas mayores de 65 años y más;Sur;04-04;2022
La Cisterna;2022-04-05;227;Personas mayores de 65 años y más;Sur;04-05;2022
La Cisterna;2022-04-06;343;Personas mayores de 65 años y más;Sur;04-06;2022
La Cisterna;2022-04-07;246;Personas mayores de 65 años y más;Sur;04-07;2022
La Cisterna;2022-04-08;204;Personas mayores de 65 años y más;Sur;04-08;2022
La Cisterna;2022-04-09;111;Personas mayores de 65 años y más;Sur;04-09;2022
La Cisterna;2022-04-11;206;Personas mayores de 65 años y más;Sur;04-11;2022
La Cisterna;2022-04-12;208;Personas mayores de 65 años y más;Sur;04-12;2022
La Cisterna;2022-04-13;178;Personas mayores de 65 años y más;Sur;04-13;2022
La Cisterna;2022-04-14;146;Personas mayores de 65 años y más;Sur;04-14;2022
La Florida;2022-03-15;27;Personas mayores de 65 años y más;Suroriente;03-15;2022
La Florida;2022-03-16;698;Personas mayores de 65 años y más;Suroriente;03-16;2022
La Florida;2022-03-17;983;Personas mayores de 65 años y más;Suroriente;03-17;2022
La Florida;2022-03-18;1708;Personas mayores de 65 años y más;Suroriente;03-18;2022
La Florida;2022-03-19;3;Personas mayores de 65 años y más;Suroriente;03-19;2022
La Florida;2022-03-21;2340;Personas mayores de 65 años y más;Suroriente;03-21;2022
La Florida;2022-03-22;2247;Personas mayores de 65 años y más;Suroriente;03-22;2022
La Florida;2022-03-23;2071;Personas mayores de 65 años y más;Suroriente;03-23;2022
La Florida;2022-03-24;1914;Personas mayores de 65 años y más;Suroriente;03-24;2022
La Florida;2022-03-25;1802;Personas mayores de 65 años y más;Suroriente;03-25;2022
La Florida;2022-03-26;48;Personas mayores de 65 años y más;Suroriente;03-26;2022
La Florida;2022-03-28;1698;Personas mayores de 65 años y más;Suroriente;03-28;2022
La Florida;2022-03-29;1560;Personas mayores de 65 años y más;Suroriente;03-29;2022
La Florida;2022-03-30;1446;Personas mayores de 65 años y más;Suroriente;03-30;2022
La Florida;2022-03-31;1354;Personas mayores de 65 años y más;Suroriente;03-31;2022
La Florida;2022-04-01;1108;Personas mayores de 65 años y más;Suroriente;04-01;2022
La Florida;2022-04-02;45;Personas mayores de 65 años y más;Suroriente;04-02;2022
La Florida;2022-04-04;1281;Personas mayores de 65 años y más;Suroriente;04-04;2022
La Florida;2022-04-05;1100;Personas mayores de 65 años y más;Suroriente;04-05;2022
La Florida;2022-04-06;1227;Personas mayores de 65 años y más;Suroriente;04-06;2022
La Florida;2022-04-07;954;Personas mayores de 65 años y más;Suroriente;04-07;2022
La Florida;2022-04-08;918;Personas mayores de 65 años y más;Suroriente;04-08;2022
La Florida;2022-04-09;43;Personas mayores de 65 años y más;Suroriente;04-09;2022
La Florida;2022-04-11;857;Personas mayores de 65 años y más;Suroriente;04-11;2022
La Florida;2022-04-12;754;Personas mayores de 65 años y más;Suroriente;04-12;2022
La Florida;2022-04-13;757;Personas mayores de 65 años y más;Suroriente;04-13;2022
La Florida;2022-04-14;632;Personas mayores de 65 años y más;Suroriente;04-14;2022
La Granja;2022-03-15;5;Personas mayores de 65 años y más;Suroriente;03-15;2022
La Granja;2022-03-16;452;Personas mayores de 65 años y más;Suroriente;03-16;2022
La Granja;2022-03-17;537;Personas mayores de 65 años y más;Suroriente;03-17;2022
La Granja;2022-03-18;588;Personas mayores de 65 años y más;Suroriente;03-18;2022
La Granja;2022-03-19;158;Personas mayores de 65 años y más;Suroriente;03-19;2022
La Granja;2022-03-21;728;Personas mayores de 65 años y más;Suroriente;03-21;2022
La Granja;2022-03-22;736;Personas mayores de 65 años y más;Suroriente;03-22;2022
La Granja;2022-03-23;617;Personas mayores de 65 años y más;Suroriente;03-23;2022
La Granja;2022-03-24;648;Personas mayores de 65 años y más;Suroriente;03-24;2022
La Granja;2022-03-25;424;Personas mayores de 65 años y más;Suroriente;03-25;2022
La Granja;2022-03-26;91;Personas mayores de 65 años y más;Suroriente;03-26;2022
La Granja;2022-03-28;528;Personas mayores de 65 años y más;Suroriente;03-28;2022
La Granja;2022-03-29;525;Personas mayores de 65 años y más;Suroriente;03-29;2022
La Granja;2022-03-30;377;Personas mayores de 65 años y más;Suroriente;03-30;2022
La Granja;2022-03-31;355;Personas mayores de 65 años y más;Suroriente;03-31;2022
La Granja;2022-04-01;278;Personas mayores de 65 años y más;Suroriente;04-01;2022
La Granja;2022-04-02;51;Personas mayores de 65 años y más;Suroriente;04-02;2022
La Granja;2022-04-04;329;Personas mayores de 65 años y más;Suroriente;04-04;2022
La Granja;2022-04-05;305;Personas mayores de 65 años y más;Suroriente;04-05;2022
La Granja;2022-04-06;364;Personas mayores de 65 años y más;Suroriente;04-06;2022
La Granja;2022-04-07;334;Personas mayores de 65 años y más;Suroriente;04-07;2022
La Granja;2022-04-08;195;Personas mayores de 65 años y más;Suroriente;04-08;2022
La Granja;2022-04-09;56;Personas mayores de 65 años y más;Suroriente;04-09;2022
La Granja;2022-04-11;236;Personas mayores de 65 años y más;Suroriente;04-11;2022
La Granja;2022-04-12;254;Personas mayores de 65 años y más;Suroriente;04-12;2022
La Granja;2022-04-13;215;Personas mayores de 65 años y más;Suroriente;04-13;2022
La Granja;2022-04-14;201;Personas mayores de 65 años y más;Suroriente;04-14;2022
La Pintana;2022-03-15;65;Personas mayores de 65 años y más;Suroriente;03-15;2022
La Pintana;2022-03-16;348;Personas mayores de 65 años y más;Suroriente;03-16;2022
La Pintana;2022-03-17;423;Personas mayores de 65 años y más;Suroriente;03-17;2022
La Pintana;2022-03-18;467;Personas mayores de 65 años y más;Suroriente;03-18;2022
La Pintana;2022-03-19;5;Personas mayores de 65 años y más;Suroriente;03-19;2022
La Pintana;2022-03-21;562;Personas mayores de 65 años y más;Suroriente;03-21;2022
La Pintana;2022-03-22;567;Personas mayores de 65 años y más;Suroriente;03-22;2022
La Pintana;2022-03-23;527;Personas mayores de 65 años y más;Suroriente;03-23;2022
